epoch,train_loss,train_mean_macro_f1,clean_val_gender_macro_f1,clean_val_usage_macro_f1,clean_val_mean_macro_f1,clean_val_exact_match,bg_val_gender_macro_f1,bg_val_usage_macro_f1,bg_val_mean_macro_f1,bg_val_exact_match,selection_score,lr,seconds
1,0.038118466236736884,0.9863596194536046,0.7723761350547544,0.845268380983569,0.8088222580191617,0.8256363636363636,0.21714397561693127,0.2645668959160813,0.24085543576650628,0.42,0.524838846892834,0.00028877223104541475,34.22402548789978
2,0.031266286626977974,0.9888783917917938,0.7697591992879482,0.8385520449020213,0.8041556220949848,0.8181818181818182,0.23575505410044392,0.25086213331488455,0.24330859370766422,0.4072727272727273,0.5237321079013245,0.0002567982502250157,34.54827284812927
3,0.029925240178830748,0.9892259315996409,0.7607554196517432,0.8430258612868031,0.8018906404692732,0.8203636363636364,0.2179916873861658,0.2575838046493248,0.2377877460177453,0.4083636363636364,0.5198391932435092,0.00020894580627385073,35.724788188934326
4,0.015986873323996658,0.9951500348626932,0.7797492836135963,0.8486912495192483,0.8142202665664223,0.8285454545454546,0.2412441971787059,0.25757273432538597,0.24940846575204595,0.41345454545454546,0.5318143661592342,0.0001525,35.801040172576904
5,0.013862360077084388,0.9952774234058439,0.7705829378588817,0.8489491712566314,0.8097660545577565,0.8256363636363636,0.22553360381597484,0.25779902283915124,0.24166631332756305,0.3998181818181818,0.5257161839426598,9.605419372614926e-05,36.01494765281677
6,0.008237093929634539,0.9972289092275721,0.7702055367376971,0.8501060400912512,0.8101557884144741,0.8229090909090909,0.22589982485576857,0.24939929025721877,0.23764955755649367,0.39945454545454545,0.5239026729854839,4.820174977498425e-05,35.40215444564819
7,0.0078090688506097985,0.9966099168322492,0.7823854491570466,0.8480768300452197,0.8152311396011331,0.8283636363636364,0.22436624346782663,0.24751746794964188,0.23594185570873427,0.4069090909090909,0.5255864976549337,1.6227768954585206e-05,36.274675130844116
8,0.005003852670102619,0.9980034527430584,0.7772090344740512,0.846873153347989,0.8120410939110201,0.8276363636363636,0.22509038660153297,0.24909148780385387,0.23709093720269342,0.4049090909090909,0.5245660155568568,5e-06,36.45437169075012
