,precision,recall,f1-score,support
Casual,0.7795199380565234,0.9470837253057385,0.8551709492461245,4252.0
Ethnic,0.0625,0.002881844380403458,0.005509641873278237,347.0
Formal,0.5238095238095238,0.032640949554896145,0.061452513966480445,337.0
Sports,0.24496644295302014,0.12920353982300886,0.16917728852838934,565.0
accuracy,0.747500454462825,0.747500454462825,0.747500454462825,0.747500454462825
macro avg,0.40269897620476686,0.27795251476601174,0.27282759840356813,5501.0
weighted avg,0.6637222553006006,0.747500454462825,0.6824928898654413,5501.0
