epoch,bg_probability,triplet,loss
1,0.15,0.3049018958210945,1.0932185773849488
2,0.3,0.3875410134792328,1.308337209701538
3,0.44999999999999996,0.44628635704517367,1.5260439219474793
4,0.6,0.4902388181686401,1.7198530225753783
5,0.6,0.48533580243587493,1.6959576697349548
6,0.6,0.47686003386974335,1.6743838877677917
7,0.6,0.4714552426338196,1.6586406111717225
8,0.6,0.46600721645355225,1.6238844337463378
9,0.6,0.4659816598892212,1.622624807357788
10,0.6,0.4667968245744705,1.6300629496574401
