model,domain,accuracy,weighted_f1,macro_f1,balanced_accuracy,loss
baseline,clean,0.664488017429194,0.6560457696270797,0.6306095318276945,0.6689314038920691,0.803322519122184
baseline,heldout_places365,0.36891793754538854,0.37254802698544104,0.3125787162252877,0.33605194097442537,1.3884427972223568
bg_adapted,clean,0.5994916485112564,0.5930157479818812,0.5955750760342144,0.6709672642502673,0.8310499302614694
bg_adapted,heldout_places365,0.439360929557008,0.4305808584398644,0.40245273387513214,0.49459200144297394,1.1596775000122772
