model,domain,accuracy,weighted_f1,macro_f1,balanced_accuracy,loss
baseline,clean,0.9022747952684258,0.8967555802141361,0.731075375228415,0.7283622436700824,0.7487955003283745
baseline,heldout_places365,0.181073703366697,0.16843788637634738,0.04321098015883251,0.053526067113430005,4.250358800555384
bg_adapted,clean,0.9008189262966333,0.894730710078043,0.7196273009248608,0.7110904324203807,0.7518296737310498
bg_adapted,heldout_places365,0.1654231119199272,0.16933747889382353,0.043969057312739805,0.05467099537339052,4.373014006503793
