model,domain,gender_accuracy,gender_macro_f1,gender_weighted_f1,gender_balanced_accuracy,usage_accuracy,usage_macro_f1,usage_weighted_f1,usage_balanced_accuracy,mean_macro_f1,exact_match
baseline,clean,0.8978367569532812,0.7522152973801136,0.8966890178213603,0.7432712686962898,0.9003817487729504,0.8185825212508178,0.8969720146372963,0.7989145926026404,0.7853989093154656,0.8093073986547901
baseline,heldout_places365,0.5644428285766224,0.24571496594924075,0.5239146065322576,0.2582325956259518,0.748045809852754,0.2691044397029632,0.6805967467129703,0.2740391218084889,0.257409702826102,0.4075622614070169
bg_adapted,clean,0.9020178149427377,0.7723446686300015,0.9012768659251669,0.7724445392779302,0.9032903108525723,0.8266718490188816,0.9011616695229611,0.8186679327039443,0.7995082588244415,0.8158516633339393
bg_adapted,heldout_places365,0.7738592983093983,0.4636158036505977,0.7568495421356537,0.4229634192524695,0.8394837302308671,0.6412259125623051,0.8209891611265392,0.5704094842550149,0.5524208581064514,0.6433375749863661
