train_loss,val_loss,train_positive_distance,train_negative_distance,val_positive_distance,val_negative_distance,active_triplet_fraction,learning_rate
0.20182772342471167,0.2000054898361365,0.005079990241259213,0.0032522772299705452,1.0524503886699677e-05,5.044446637233098e-06,1.0,0.001
0.20002145079037956,0.20000079150001207,4.6229210230077454e-05,2.4788301917279904e-05,7.143554588158925e-07,-6.460274259249369e-08,1.0,0.001
0.20000069690443173,0.2000007095436255,6.94136741992349e-07,9.311293541643135e-09,6.375213464101155e-07,-6.016343832015991e-08,1.0,0.001
0.2000003828361816,0.20000037451585134,7.966479201534477e-08,-2.8866362522251874e-07,3.244106968243917e-08,-3.256214161713918e-07,1.0,0.0005
0.20000036243210195,0.2000003459552924,9.39321901293711e-08,-2.5436892734523633e-07,5.171944697697957e-08,-2.79365728298823e-07,1.0,0.0005
0.2000003409459878,0.20000001788139343,3.6796902719869655e-08,-2.888027439473576e-07,1.7881393432617188e-07,1.7881393432617188e-07,1.0,0.0005
