query_id,articleType,P@1,R@1,AP@1,nDCG@1,P@5,R@5,AP@5,nDCG@5,P@10,R@10,AP@10,nDCG@10
33100,Heels,1.0,0.001059322033898305,1.0,0.47688119626122066,0.8,0.00423728813559322,0.8,0.41682483346759935,0.6,0.006355932203389831,0.5464285714285715,0.34469946109725286
49783,Night suits,0.0,0.0,0.0,0.01915224298978878,0.0,0.0,0.0,0.024307425197825517,0.0,0.0,0.0,0.033735422587271933
37556,Gloves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05555555555555555,0.016666666666666666,0.0663673279538691
28977,Kurta Sets,0.0,0.0,0.0,0.01915224298978878,0.2,0.014705882352941176,0.1,0.25151580918657684,0.1,0.014705882352941176,0.05,0.21497092878597943
8525,Duffel Bag,0.0,0.0,0.0,0.04623760747755864,0.0,0.0,0.0,0.023522934665174515,0.0,0.0,0.0,0.02855566603411472
46486,Watches,1.0,0.000493339911198816,1.0,1.0,1.0,0.00246669955599408,1.0,0.77336650609081,1.0,0.00493339911198816,1.0,0.7334213788369703
42595,Jeans,0.0,0.0,0.0,0.04623760747755864,0.4,0.003976143141153081,0.13,0.17245560743704583,0.4,0.007952286282306162,0.16499999999999998,0.19730948449969324
3650,Sports Shoes,1.0,0.0005580357142857143,1.0,1.0,0.6,0.0016741071428571428,0.4833333333333333,0.675412376070871,0.5,0.0027901785714285715,0.37976190476190474,0.5980359235223731
48767,Jewellery Set,0.0,0.0,0.0,0.01915224298978878,0.0,0.0,0.0,0.02543071000306624,0.1,0.03333333333333333,0.016666666666666666,0.10088617208894991
17637,Scarves,1.0,0.010101010101010102,1.0,0.47688119626122066,0.2,0.010101010101010102,0.2,0.2595465746782026,0.1,0.010101010101010102,0.1,0.18572413685009762
30275,Sunglasses,1.0,0.0010604453870625664,1.0,0.6935641121633795,0.4,0.0021208907741251328,0.4,0.3372753725618169,0.2,0.0021208907741251328,0.2,0.2188686388371753
45647,Briefs,1.0,0.0016611295681063123,1.0,0.47688119626122066,1.0,0.008305647840531562,1.0,0.5455170394539307,0.9,0.014950166112956811,0.866388888888889,0.4878403708380687
40656,Kurtas,1.0,0.0007137758743754461,1.0,0.47688119626122066,0.4,0.0014275517487508922,0.27999999999999997,0.24554086908828468,0.2,0.0014275517487508922,0.13999999999999999,0.1660629707610981
48636,Earrings,1.0,0.006134969325153374,1.0,1.0,0.2,0.006134969325153374,0.2,0.3769381381678389,0.2,0.012269938650306749,0.12857142857142856,0.33632225082749295
34898,Handbags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00279753652930499,0.0,0.0,0.0,0.003220493449741152
34464,Travel Accessory,0.0,0.0,0.0,0.0969583364579364,0.0,0.0,0.0,0.08279579224803171,0.0,0.0,0.0,0.08416665619266567
45092,Bra,1.0,0.0037313432835820895,1.0,0.47688119626122066,1.0,0.018656716417910446,1.0,0.5120244243626104,1.0,0.03731343283582089,1.0,0.617874192613247
32378,Dresses,0.0,0.0,0.0,0.01915224298978878,0.0,0.0,0.0,0.019152242989788775,0.1,0.003215434083601286,0.014285714285714285,0.05273303426021572
5559,Jackets,0.0,0.0,0.0,0.04623760747755864,0.0,0.0,0.0,0.06781551811139494,0.0,0.0,0.0,0.08141508342584208
32863,Backpacks,1.0,0.001564945226917058,1.0,0.47688119626122066,0.4,0.003129890453834116,0.27999999999999997,0.22430835873471497,0.5,0.00782472613458529,0.3026984126984127,0.363577191126244
46255,Tunics,0.0,0.0,0.0,0.01915224298978878,0.0,0.0,0.0,0.029896933510912282,0.0,0.0,0.0,0.043185451025690054
28790,Jeans,1.0,0.0019880715705765406,1.0,1.0,0.8,0.007952286282306162,0.6433333333333333,0.7901120522041453,0.9,0.017892644135188866,0.7571031746031747,0.754439428349675
29448,Free Gifts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084303663393176,0.0,0.0,0.0,0.054635549536702056
43075,Capris,0.0,0.0,0.0,0.08454209345713619,0.0,0.0,0.0,0.04386398263495569,0.2,0.013793103448275862,0.03666666666666667,0.14015376197774626
51004,Bra,1.0,0.0037313432835820895,1.0,0.47688119626122066,1.0,0.018656716417910446,1.0,0.5888214350856765,0.9,0.033582089552238806,0.89,0.6271763309764535
51976,Lounge Pants,1.0,0.020833333333333332,1.0,1.0,0.2,0.020833333333333332,0.2,0.3391602052736161,0.1,0.020833333333333332,0.1,0.22009176629808017
3575,Flats,1.0,0.002652519893899204,1.0,1.0,0.2,0.002652519893899204,0.2,0.3457713937382995,0.1,0.002652519893899204,0.1,0.2296042203211113
18272,Kurtas,0.0,0.0,0.0,0.04623760747755864,0.8,0.0028551034975017845,0.5433333333333333,0.4195345687188536,0.8,0.005710206995003569,0.5877777777777778,0.40608636763975675
49141,Lip Gloss,1.0,0.2,1.0,1.0,0.4,0.4,0.4,0.5945152854223088,0.3,0.6,0.5,0.6345046840635813
50510,Briefs,1.0,0.0016611295681063123,1.0,0.47688119626122066,1.0,0.008305647840531562,1.0,0.5655917366904871,1.0,0.016611295681063124,1.0,0.5344482670105241
12389,Ties,1.0,0.005154639175257732,1.0,0.47688119626122066,1.0,0.02577319587628866,1.0,0.7288392734325447,0.7,0.03608247422680412,0.6732142857142857,0.6377530461843316
20204,Sweatshirts,0.0,0.0,0.0,0.08454209345713619,0.4,0.007936507936507936,0.14666666666666667,0.3363543473883113,0.2,0.007936507936507936,0.07333333333333333,0.22499470429569887
15665,Handbags,0.0,0.0,0.0,0.08454209345713619,0.2,0.0007716049382716049,0.05,0.2182615192163109,0.3,0.0023148148148148147,0.08,0.2500912887538221
42582,Waistcoat,0.0,0.0,0.0,0.0969583364579364,0.0,0.0,0.0,0.038397091451130086,0.0,0.0,0.0,0.03496514494522503
36745,Clothing Set,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06579627288553795,0.0,0.0,0.0,0.08323134398068417
7058,Backpacks,1.0,0.001564945226917058,1.0,1.0,0.8,0.006259780907668232,0.71,0.6499095363266468,0.9,0.014084507042253521,0.7904365079365079,0.7018356360220038
1566,Caps,1.0,0.004048582995951417,1.0,0.32366325234291043,0.4,0.008097165991902834,0.4,0.26750133702492007,0.2,0.008097165991902834,0.2,0.18485390903445445
30729,Salwar,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.07705121835897713,0.0,0.0,0.0,0.08557050415800693
10037,Sports Shoes,1.0,0.0005580357142857143,1.0,0.47688119626122066,0.6,0.0016741071428571428,0.4833333333333333,0.3188771244962006,0.8,0.004464285714285714,0.6125396825396825,0.3637092559930111
6143,Sports Sandals,0.0,0.0,0.0,0.01915224298978878,0.0,0.0,0.0,0.012902355041501211,0.0,0.0,0.0,0.011410726964699207
