,precision,recall,f1-score,support
fall,0.35150201300712297,0.16260744985673353,0.22235282593789793,13960.0
spring,0.33640220236483437,0.25664509020796034,0.29116050154290846,14522.0
summer,0.526532306763285,0.6629128058921359,0.586903935550367,21045.0
winter,0.29456879010799814,0.5167490389895661,0.3752367660253215,7284.0
accuracy,0.4173839573322068,0.4173839573322068,0.4173839573322068,0.4173839573322068
macro avg,0.3772513280608101,0.39972859623659895,0.36891350726412375,56811.0
weighted avg,0.4051805521342971,0.4173839573322068,0.39458724861180206,56811.0
